Universidad,url_universidad,ciudad,estado,n_profesores
Academia de musica Fermatta,https://www.misprofesores.com/escuelas/Academia-de-musica-Fermatta_1462,Ciudad de Mexico,Df,81
Academia las mil mierdas,https://www.misprofesores.com/escuelas/Academia-las-mil-mierdas_5863,f{dl kgñdflkg ñlfd,r{fdtlkg ñdflkgñ{d,3
Academia mis huevos!,https://www.misprofesores.com/escuelas/Academia-mis-huevos_5869,bnlñjkhñlkdf,gb{lñkfdñlg,2
Academia moderna,https://www.misprofesores.com/escuelas/Academia-moderna_7446,Cdmx,CDMX ,2
ACADEMIA UNIVERSITARIA PLATEROS,https://www.misprofesores.com/escuelas/ACADEMIA-UNIVERSITARIA-PLATEROS_6767,CD de MÉXICO,CD MEX CP   1401,1
Academias  Municipales,https://www.misprofesores.com/escuelas/Academias-Municipales_4388,Guadalajara,Jalisco,2
acatlan,https://www.misprofesores.com/escuelas/acatlan_5027,,,1
ACATLAN FES UNAM,https://www.misprofesores.com/escuelas/ACATLAN-FES-UNAM_5217,DF,DF,10
ACB - ACADEMIA DE CIENCIAS BIOLOGICAS,https://www.misprofesores.com/escuelas/ACB-ACADEMIA-DE-CIENCIAS-BIOLOGICAS_11440,ZITACUARO,MICHOACAN,1
ACC - ACADEMIA DE CIENCIAS COMPUTACIONALES,https://www.misprofesores.com/escuelas/ACC-ACADEMIA-DE-CIENCIAS-COMPUTACIONALES_11434, -NENE, COAHUILA,1
ACD - ACADEMIA CIENCIA Y DESARROLLO,https://www.misprofesores.com/escuelas/ACD-ACADEMIA-CIENCIA-Y-DESARROLLO_11441,ANIMA,ZECATECAS,1
ACE - ACADEMIA CIENTIFICA EDIDEMIOLOGICA,https://www.misprofesores.com/escuelas/ACE-ACADEMIA-CIENTIFICA-EDIDEMIOLOGICA_11639,    cd de mexico.,CD DE MEXICO,2
ACF - ACADEMIA DE CIENCIAS FISICAS -NAELA FRESNILLO,https://www.misprofesores.com/escuelas/ACF-ACADEMIA-DE-CIENCIAS-FISICAS-NAELA-FRESNILLO_11433, -NAELA , FRESNILLO,1
ACG - ACADEMIA DE CIENCIAS DE GUANAJUATO,https://www.misprofesores.com/escuelas/ACG-ACADEMIA-DE-CIENCIAS-DE-GUANAJUATO_11432, -NOGA , GUANAJUATO,1
ACH - ACADEMIA DE CIENCIAS HUMANAS,https://www.misprofesores.com/escuelas/ACH-ACADEMIA-DE-CIENCIAS-HUMANAS_11431,-NIFE , HIDALGO,1
ACHTE LEKTI,https://www.misprofesores.com/escuelas/ACHTE-LEKTI_11659,CHIHUAHUA,CHIHUAHUA,1
ACHTUNDDREISSIGSTE LEKTI,https://www.misprofesores.com/escuelas/ACHTUNDDREISSIGSTE-LEKTI_11692,TEPIC,NAYARIT,1
ACHTUNDFUNFZIGSTE LEKTI,https://www.misprofesores.com/escuelas/ACHTUNDFUNFZIGSTE-LEKTI_11720,FRESNILLO,ZACATECAS,1
ACHTUNDSECHZIGSTE LEKTI,https://www.misprofesores.com/escuelas/ACHTUNDSECHZIGSTE-LEKTI_11729,PUEBLA,PUEBLA,1
ACHTUNDVIERZIGSTE LEKTI,https://www.misprofesores.com/escuelas/ACHTUNDVIERZIGSTE-LEKTI_11702,ZACATECAS,ZACATECAS,1
ACHTUNDZWANZIGSTE LEKTI....,https://www.misprofesores.com/escuelas/ACHTUNDZWANZIGSTE-LEKTI_11682,LA PAZ,BAJA CALIFORNIA,1
ACHTZEHNTE LEKTI,https://www.misprofesores.com/escuelas/ACHTZEHNTE-LEKTI_11669,SONORA,SONORA,1
ACI - ACADEMIA CIENTIFICA INTERNACIONAL,https://www.misprofesores.com/escuelas/ACI-ACADEMIA-CIENTIFICA-INTERNACIONAL_11430,  -NIGE , IDALGO,1
ACJ- ACADEMIA BADILLO JULES,https://www.misprofesores.com/escuelas/ACJ-ACADEMIA-BADILLO-JULES_11420,BAJA CALIFORNIA,A CAMBARO IXTAPA,2
Actualmente en ESIQIE-IPN está tr4nzando la R4t0ta Silva Oli,https://www.misprofesores.com/escuelas/Actualmente-en-ESIQIEIPN-esta-tr4nzando-la-R4t0ta-Silva-Oli_11765,    cd de mexico.,CD DE MEXICO,1
Actualmente en ESIQIE-IPN está tr4nzando la R4t0ta Silva Oli,https://www.misprofesores.com/escuelas/Actualmente-en-ESIQIEIPN-esta-tr4nzando-la-R4t0ta-Silva-Oli_11766,    cd de mexico.,CD DE MEXICO,1
Actualmente Silva Oliver Gpe es 1 R4ta de la ESIQIE-IPN,https://www.misprofesores.com/escuelas/Actualmente-Silva-Oliver-Gpe-es-1-R4ta-de-la-ESIQIEIPN_11760,    cd de mexico.,CD DE MEXICO,1
Actualmente Silva Oliver Gpe es 1 R4ta de la ESIQIE-IPN.,https://www.misprofesores.com/escuelas/Actualmente-Silva-Oliver-Gpe-es-1-R4ta-de-la-ESIQIEIPN_11761,    cd de mexico.,CD DE MEXICO,1
Actualmente Silva Oliver Gpe es 1 R4ta de la ESIQIE-IPN..,https://www.misprofesores.com/escuelas/Actualmente-Silva-Oliver-Gpe-es-1-R4ta-de-la-ESIQIEIPN_11762,    cd de mexico.,CD DE MEXICO,1
Actualmente Silva Oliver Gpe es 1 R4ta de la ESIQIE-IPN...,https://www.misprofesores.com/escuelas/Actualmente-Silva-Oliver-Gpe-es-1-R4ta-de-la-ESIQIEIPN_11763,    cd de mexico.,CD DE MEXICO,1
Actualmente Silva Oliver Gpe es 1 R4ta de la ESIQIE-IPN....,https://www.misprofesores.com/escuelas/Actualmente-Silva-Oliver-Gpe-es-1-R4ta-de-la-ESIQIEIPN_11764,    cd de mexico.,CD DE MEXICO,1
Ad Libitum,https://www.misprofesores.com/escuelas/Ad-Libitum_4530,DF,DF,9
ADA-ARQUITECTURA Y DESARROLLO ACADEMICO,https://www.misprofesores.com/escuelas/ADAARQUITECTURA-Y-DESARROLLO-ACADEMICO_11425,ACUÑA  DOMINGUEZ,AGUASCALIENTES,1
Adolfo Aguilar Zincer,https://www.misprofesores.com/escuelas/Adolfo-Aguilar-Zincer_6962,GUADALUPE,Nuevo leon,1
Adolfo cordova hernandez,https://www.misprofesores.com/escuelas/Adolfo-cordova-hernandez_11940,Carlos green 2da seccion,Tabaaco,1
ADOLFO LÓPEZ MATEO,https://www.misprofesores.com/escuelas/ADOLFO-LOPEZ-MATEO_9331,México ,De mexico,1
adolfo lopez mateos,https://www.misprofesores.com/escuelas/adolfo-lopez-mateos_4851,orizaba,veracruz,2
Adolfo López Mateos,https://www.misprofesores.com/escuelas/Adolfo-Lopez-Mateos_3442,Rincón de Romos,Aguascalientes ,7
Adolfo López Mateos,https://www.misprofesores.com/escuelas/Adolfo-Lopez-Mateos_9961,Ecatepc,ESTADO DE MÉXICO,1
AGA RRA DORA- 51LVA 0L1VER 6PE - EN E51Q1E-1PN,https://www.misprofesores.com/escuelas/AGA-RRA-DORA-51LVA-0L1VER-6PE-EN-E51Q1E1PN_12192,    cd de mexico.,CD DE MEXICO,1
AGUSTIN YAÑEZ,https://www.misprofesores.com/escuelas/AGUSTIN-YANEZ_9319,COYUCA DE BENITEZ,GUERRERO,1
AGUSTIN YAÑEZ,https://www.misprofesores.com/escuelas/AGUSTIN-YANEZ_4653,TUXPAN,VERACRUZ,1
"ah,en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/ahen-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11773,    cd de mexico.,CD DE MEXICO,1
"ah,en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla Gp",https://www.misprofesores.com/escuelas/ahen-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla-Gp_11772,    cd de mexico.,CD DE MEXICO,1
"ah,en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla.",https://www.misprofesores.com/escuelas/ahen-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11774,    cd de mexico.,CD DE MEXICO,1
"ahora en ESIQIE-IPN, hay una R4TA llamada Silva Oliver Lu-Pi",https://www.misprofesores.com/escuelas/ahora-en-ESIQIEIPN-hay-una-R4TA-llamada-Silva-Oliver-LuPi_11769,    cd de mexico.,CD DE MEXICO,1
"ahora en ESIQIE-IPN, hay una R4TA llamada Silva Oliver Lu-Pi",https://www.misprofesores.com/escuelas/ahora-en-ESIQIEIPN-hay-una-R4TA-llamada-Silva-Oliver-LuPi_11770,    cd de mexico.,CD DE MEXICO,1
"AHORA LLEGÓ A ""ESIQIE-1PN"" LA SRA.$1LVA 0L1VER 6PE-DESVIANDO",https://www.misprofesores.com/escuelas/AHORA-LLEGO-A-ESIQIE1PN-LA-SRA1LVA-0L1VER-6PEDESVIANDO_12177,    cd de mexico.,CD DE MEXICO,1
AIFCF,https://www.misprofesores.com/escuelas/AIFCF_4074,DF,DF,43
Alberto Orozco Romero urbana176,https://www.misprofesores.com/escuelas/Alberto-Orozco-Romero-urbana176_8779,Guadalajara,Jalisco,1
Alejandro Flores,https://www.misprofesores.com/escuelas/Alejandro-Flores_9090,Santiago,Chile,1
Alexander dul floresta,https://www.misprofesores.com/escuelas/Alexander-dul-floresta_10305,Cdmx de Mexico,Mexico,1
"alexando recursos esta en E51Q1E-1PN,51lva 0l1ver 6pe",https://www.misprofesores.com/escuelas/alexando-recursos-esta-en-E51Q1E1PN51lva-0l1ver-6pe_12170,    cd de mexico.,CD DE MEXICO,1
Alfonso  Martinez dominguez,https://www.misprofesores.com/escuelas/Alfonso-Martinez-dominguez_8224,México ,Monterrey,1
Alfonso y Fernando franco,https://www.misprofesores.com/escuelas/Alfonso-y-Fernando-franco_10396,Mexico,Puebla,1
Alfredo Nobel,https://www.misprofesores.com/escuelas/Alfredo-Nobel_8805,México ,México ,1
Alfredo velsco cisnero,https://www.misprofesores.com/escuelas/Alfredo-velsco-cisnero_7895,Ciudad Guzman Ciudad Guzmán Centro,Jalisco,1
alher aragon,https://www.misprofesores.com/escuelas/alher-aragon_3244,neza,mexico,5
alianza francesa queretaro,https://www.misprofesores.com/escuelas/alianza-francesa-queretaro_5903,queretaro,queretaro,3
Alianza Francesa Torreón,https://www.misprofesores.com/escuelas/Alianza-Francesa-Torreon_10565,Torreón ,Coahuila,4
ALICIA ADRIANA IÑIGUEZ,https://www.misprofesores.com/escuelas/ALICIA-ADRIANA-INIGUEZ_11637,AGUASCALIENTES -:.,AGUASCALIENTES,1
ALONE,https://www.misprofesores.com/escuelas/ALONE_12155,MEXICO,BAJA CALIFORNIA,1
Alphard school,https://www.misprofesores.com/escuelas/Alphard-school_8151,Morelos ,Morelos ,1
ALUMINIO CABACEN,https://www.misprofesores.com/escuelas/ALUMINIO-CABACEN_11601,LEON,GUANAJUATO,1
Álvarez quintero,https://www.misprofesores.com/escuelas/Alvarez-quintero_9352,Utrera,Sevilla,1
alvaro echeverry perea,https://www.misprofesores.com/escuelas/alvaro-echeverry-perea_10766,Cali,colombia,1
AM university,https://www.misprofesores.com/escuelas/AM-university_4472,teziutlan, puebla,1
American express Héctor oscoy calderon,https://www.misprofesores.com/escuelas/American-express-Hector-oscoy-calderon_11612,Cdmx,Ciudad de mexico,1
AMERICAN EXPRESS HV HB,https://www.misprofesores.com/escuelas/AMERICAN-EXPRESS-HV-HB_11599,CDMX,CIUDAD DE MEXICO,1
American school foundation of Chiapas,https://www.misprofesores.com/escuelas/American-school-foundation-of-Chiapas_8955,Tuxtla Gutiérrez ,Chiapas,8
Americana de Acapulco Chilpancingo,https://www.misprofesores.com/escuelas/Americana-de-Acapulco-Chilpancingo_4518,Chilpancingo,Guerrero,1
ami me gusta la ESIQIE-IPN,https://www.misprofesores.com/escuelas/ami-me-gusta-la-ESIQIEIPN_11406,CD DE MEXICO,MEXICO,1
Amparo del castillo,https://www.misprofesores.com/escuelas/Amparo-del-castillo_8246,Veracruz ,Mexico ,3
Anahuac,https://www.misprofesores.com/escuelas/Anahuac_12053,Edo mex ,,1
Anahuac,https://www.misprofesores.com/escuelas/Anahuac_11835,Cdmx,Cdmx,1
Anahuac,https://www.misprofesores.com/escuelas/Anahuac_4583,Df,Estado de mexico,2
Anáhuac,https://www.misprofesores.com/escuelas/Anahuac_8810,CDMX,mexico,1
Anahuac,https://www.misprofesores.com/escuelas/Anahuac_5745,Ciudad de México ,,4
Anahuac,https://www.misprofesores.com/escuelas/Anahuac_4607,Huixquilucan ,Estado de México,5
anahuac,https://www.misprofesores.com/escuelas/anahuac_2998,estado de mexico,mexico,1
Anáhuac (Cancún),https://www.misprofesores.com/escuelas/Anahuac-Cancun_1083,Cancún,Quintana Roo,69
Anáhuac (IEST Tampico),https://www.misprofesores.com/escuelas/Anahuac-IEST-Tampico_3418,Tampico,Tamaulipas,30
Anáhuac (Mayab),https://www.misprofesores.com/escuelas/Anahuac-Mayab_1499,Mérida,Yucatán,237
Anáhuac (México Norte),https://www.misprofesores.com/escuelas/Anahuac-Mexico-Norte_1062,Lomas Anáhuac,Edo. de México,1526
Anáhuac (México Sur),https://www.misprofesores.com/escuelas/Anahuac-Mexico-Sur_1081,México,D.F.,304
Anáhuac (Puebla),https://www.misprofesores.com/escuelas/Anahuac-Puebla_1659,Puebla,Puebla,73
Anáhuac (Querétaro),https://www.misprofesores.com/escuelas/Anahuac-Queretaro_1311,Querétaro,Querétaro,10
Anahuac Chapalita,https://www.misprofesores.com/escuelas/Anahuac-Chapalita_9230,Guadalajara,Jalisco,1
Anahuac coje niñitos,https://www.misprofesores.com/escuelas/Anahuac-coje-ninitos_5862,cvsdkjvflsdkgvflks,elikfj sdlkjfls,1
Anahuac Mayab,https://www.misprofesores.com/escuelas/Anahuac-Mayab_6708,Merida,Yucatan ,1
Anahuac mayab,https://www.misprofesores.com/escuelas/Anahuac-mayab_4794,Yucatán ,Merida ,3
Anahuac Mayab Ingeniería,https://www.misprofesores.com/escuelas/Anahuac-Mayab-Ingenieria_10768,Mérida,Yucatan,38
anahuac mexico norte,https://www.misprofesores.com/escuelas/anahuac-mexico-norte_3298,mexico,mexico,17
Anahuac norte,https://www.misprofesores.com/escuelas/Anahuac-norte_5267,Mexico,,9
Anahuac norte,https://www.misprofesores.com/escuelas/Anahuac-norte_4749,Huixquilucan,Mexico,9
Anáhuac Norte,https://www.misprofesores.com/escuelas/Anahuac-Norte_10823,ciudad de mexico,,1
Anahuac Norte,https://www.misprofesores.com/escuelas/Anahuac-Norte_10519,Ciudad de México ,Estado de México ,2
anahuac norte,https://www.misprofesores.com/escuelas/anahuac-norte_6796,cdmx,estado de méxico ,1
Anahuac norte,https://www.misprofesores.com/escuelas/Anahuac-norte_6196,Ciudad de México ,Mexico ,1
Anahuac norte,https://www.misprofesores.com/escuelas/Anahuac-norte_4782,Mexico,Mexico,7
anahuac norte,https://www.misprofesores.com/escuelas/anahuac-norte_3338,interlomas,mexico,10
anahuac norte,https://www.misprofesores.com/escuelas/anahuac-norte_4586,mexico,estado de mexico,4
anahuac norte,https://www.misprofesores.com/escuelas/anahuac-norte_4587,distrito federal,distrito federal,6
anahuac Oaxaca,https://www.misprofesores.com/escuelas/anahuac-Oaxaca_3854,Oaxaca ,oaxaca,2
Anáhuac Oaxaca,https://www.misprofesores.com/escuelas/Anahuac-Oaxaca_3843,Oaxaca,oaxaca,9
Anahuac para pederastas,https://www.misprofesores.com/escuelas/Anahuac-para-pederastas_5861,Ciudad de México,Distrito Federal,1
Anáhuac Querétaro,https://www.misprofesores.com/escuelas/Anahuac-Queretaro_3840,Querétaro,Querétaro,1
Anáhuac Revolución,https://www.misprofesores.com/escuelas/Anahuac-Revolucion_1623,Guadalajara,Jalisco,21
Anahuac Xalapa,https://www.misprofesores.com/escuelas/Anahuac-Xalapa_1936,Xalapa,Veracruz,16
"ANDA 51LVA 0L1VER 6PE- urgida de varo, en E51QIE-1PN",https://www.misprofesores.com/escuelas/ANDA-51LVA-0L1VER-6PE-urgida-de-varo-en-E51QIE1PN_12204,    cd de mexico.,CD DE MEXICO,1
"ANDA 51LVA 0L1VER 6PE- urgida de varo, en E51QIE-1PN.",https://www.misprofesores.com/escuelas/ANDA-51LVA-0L1VER-6PE-urgida-de-varo-en-E51QIE1PN_12205, cd de mexico.,CD DE MEXICO,1
"ANDA 51LVA 0L1VER 6PE- urgida de varo, en E51QIE-1PN..",https://www.misprofesores.com/escuelas/ANDA-51LVA-0L1VER-6PE-urgida-de-varo-en-E51QIE1PN_12206, cd de mexico.,CD DE MEXICO,1
"ANDA 51LVA 0L1VER 6PE- urgida de varo, en E51QIE-1PN...",https://www.misprofesores.com/escuelas/ANDA-51LVA-0L1VER-6PE-urgida-de-varo-en-E51QIE1PN_12207, cd de mexico.,CD DE MEXICO,1
"ANDA 51LVA 0L1VER 6PE- urgida de varo, en E51QIE-1PN...-",https://www.misprofesores.com/escuelas/ANDA-51LVA-0L1VER-6PE-urgida-de-varo-en-E51QIE1PN_12208, cd de mexico.,CD DE MEXICO,1
"ANDA 51LVA 0L1VER 6PE- urgida de varo, en E51QIE-1PN...-.",https://www.misprofesores.com/escuelas/ANDA-51LVA-0L1VER-6PE-urgida-de-varo-en-E51QIE1PN_12209, cd de mexico.,CD DE MEXICO,1
"ANDA 51LVA 0L1VER 6PE- urgida de varo, en E51QIE-1PN...-.-",https://www.misprofesores.com/escuelas/ANDA-51LVA-0L1VER-6PE-urgida-de-varo-en-E51QIE1PN_12210, cd de mexico.,CD DE MEXICO,1
"Anda en E51Q1E-1PN, 51LVA 0L1VER 6PE",https://www.misprofesores.com/escuelas/Anda-en-E51Q1E1PN-51LVA-0L1VER-6PE_12193,RECUSOS,DESVIANDO,3
"Anda en E51Q1E-1PN, 51LVA 0L1VER 6PE, desviando los recursos",https://www.misprofesores.com/escuelas/Anda-en-E51Q1E1PN-51LVA-0L1VER-6PE-desviando-los-recursos_12196,    cd de mexico.,CD DE MEXICO,1
Andaba urg1da de Lana- 51lva 0l1ver 6PE- EN LA ES1QIE DEL 1P,https://www.misprofesores.com/escuelas/Andaba-urg1da-de-Lana-51lva-0l1ver-6PE-EN-LA-ES1QIE-DEL-1P_12173, cd de mexico.,CD DE MEXICO,1
Andes,https://www.misprofesores.com/escuelas/Andes_8995,Culiacan,Sinaloa,1
Andrés Balvanera N.8,https://www.misprofesores.com/escuelas/Andres-Balvanera-N8_8669,El pueblito ,Querétaro ,2
ANEX0 A ESIQIE IPN-,https://www.misprofesores.com/escuelas/ANEX0-A-ESIQIE-IPN_11020, DISTRITO FEDERAL,CD DE MEXICO,2
anexa a la normal n° 4,https://www.misprofesores.com/escuelas/anexa-a-la-normal-n-4_4436,nezahalcoyotl,mexico,5
Anexa ala Normal,https://www.misprofesores.com/escuelas/Anexa-ala-Normal_10020,Fresnillo,Zacatecas,1
Ángeles palazuelos,https://www.misprofesores.com/escuelas/Angeles-palazuelos_7641,Hidalgo,Hidalgo,1
angelopolis,https://www.misprofesores.com/escuelas/angelopolis_2995,puebla,puebla ,1
Anglo,https://www.misprofesores.com/escuelas/Anglo_5844,Df,Ciudad de mexico,1
Anglo Español,https://www.misprofesores.com/escuelas/Anglo-Espanol_7952,Durango,Durango,3
ANGLOHISPANOMEXICANA,https://www.misprofesores.com/escuelas/ANGLOHISPANOMEXICANA_3947,PUEBLA,PUEBLA,2
Antonio Caso,https://www.misprofesores.com/escuelas/Antonio-Caso_8796,Iguala de la independencia,Guerrero,1
ANTONIO LANDIDI RODRÍGUEZ,https://www.misprofesores.com/escuelas/ANTONIO-LANDIDI-RODRIGUEZ_10406,MÉXICO,Aguascalientes,1
antonio repiso,https://www.misprofesores.com/escuelas/antonio-repiso_1700,victoria,tamaulipas,1
Antonio tirado lanas,https://www.misprofesores.com/escuelas/Antonio-tirado-lanas_9083,Ovalle,Chile,1
ap-render,https://www.misprofesores.com/escuelas/aprender_2546,Ciudad de México,Distrito Federal,1
Aportaciones Geométricas,https://www.misprofesores.com/escuelas/Aportaciones-Geometricas_5061,México,Distrito Federal,1
Apostólica,https://www.misprofesores.com/escuelas/Apostolica_10036,San Luis Potosí ,San Luis Potosí ,1
Aqui en ESIQIE-IPN está tr4nzando la R4t0ta S1lva Ol1ver 6PE,https://www.misprofesores.com/escuelas/Aqui-en-ESIQIEIPN-esta-tr4nzando-la-R4t0ta-S1lva-Ol1ver-6PE_12158,    cd de mexico.,CD DE MEXICO,1
"aqui en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11775,    cd de mexico.,CD DE MEXICO,1
"aqui en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla-",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11776,    cd de mexico.,CD DE MEXICO,1
"aqui en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla.",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11777,    cd de mexico.,CD DE MEXICO,1
Aquí es serdan,https://www.misprofesores.com/escuelas/Aqui-es-serdan_10100,Ciudad de mexico,Se mexico,1
"aqui- en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11781,    cd de mexico.,CD DE MEXICO,1
"aqui- en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11782,    cd de mexico.,CD DE MEXICO,1
"aqui- en ESIQIE.-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pill",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPill_11783,    cd de mexico.,CD DE MEXICO,1
"aqui. en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11784,    cd de mexico.,CD DE MEXICO,1
"aqui. en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11785,    cd de mexico.,CD DE MEXICO,1
"aqui. en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11778,    cd de mexico.,CD DE MEXICO,1
"aqui. en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11779,    cd de mexico.,CD DE MEXICO,1
"aqui. en ESIQIE-IPN,hay 1 R4TA llamada Silva Oliver Lu-Pilla",https://www.misprofesores.com/escuelas/aqui-en-ESIQIEIPNhay-1-R4TA-llamada-Silva-Oliver-LuPilla_11780,    cd de mexico.,CD DE MEXICO,1
Aquiles serdan,https://www.misprofesores.com/escuelas/Aquiles-serdan_11890,México ,Hidalgo,1
Aquiles serdan,https://www.misprofesores.com/escuelas/Aquiles-serdan_9863,Puebla,Mexico,1
"ARDIDA Y DESCUBIERTA, EN ES1Q1E-1PN, ESTÁ 51LVA 0L1VER 6PE",https://www.misprofesores.com/escuelas/ARDIDA-Y-DESCUBIERTA-EN-ES1Q1E1PN-ESTA-51LVA-0L1VER-6PE_12211,    cd de mexico.,CD DE MEXICO,1
"ARDIDA Y DESCUBIERTA, EN ES1Q1E-1PN, ESTÁ 51LVA 0L1VER 6PE .",https://www.misprofesores.com/escuelas/ARDIDA-Y-DESCUBIERTA-EN-ES1Q1E1PN-ESTA-51LVA-0L1VER-6PE-_12212, cd de mexico.,CD DE MEXICO,1
"ARDIDA Y DESCUBIERTA, EN ES1Q1E-1PN, ESTÁ 51LVA 0L1VER 6PE .",https://www.misprofesores.com/escuelas/ARDIDA-Y-DESCUBIERTA-EN-ES1Q1E1PN-ESTA-51LVA-0L1VER-6PE-_12213, cd de mexico.,CD DE MEXICO,1
Areté lomas,https://www.misprofesores.com/escuelas/Arete-lomas_10625,San Luis Potosí ,San Luis Potosí ,1
Argentina,https://www.misprofesores.com/escuelas/Argentina_9634,Buenos aires,,6
Arkansas State University Campus Querétaro,https://www.misprofesores.com/escuelas/Arkansas-State-University-Campus-Queretaro_8770,Colon,Querétaro,4
Arkos,https://www.misprofesores.com/escuelas/Arkos_3060,Puerto Vallarta,Jalisco,1
Arquitectura,https://www.misprofesores.com/escuelas/Arquitectura_5072,,,1
Arte AC,https://www.misprofesores.com/escuelas/Arte-AC_2601,Monterrey,Nuevo Leon,18
Artek Edu (CDMX),https://www.misprofesores.com/escuelas/Artek-Edu-CDMX_7838,Ciudad de México,Ciudad de México,1
ArtStudio Escuela Profesional de Doblaje,https://www.misprofesores.com/escuelas/ArtStudio-Escuela-Profesional-de-Doblaje_6837,Benito Juárez,Distrito Federal,6
As Media Centro de Formación Profesional,https://www.misprofesores.com/escuelas/As-Media-Centro-de-Formacion-Profesional_4090,Puebla,Puebla,1
asdasd,https://www.misprofesores.com/escuelas/asdasd_3184,asd,sa,2
Asesorías Select,https://www.misprofesores.com/escuelas/Asesorias-Select_5482,Puebla,Puebla,9
Asmqn,https://www.misprofesores.com/escuelas/Asmqn_12157,guadalajara,jalisco,1
Asociación Mexicana de Psicología y Desarrollo Comunitario,https://www.misprofesores.com/escuelas/Asociacion-Mexicana-de-Psicologia-y-Desarrollo-Comunitario_6518,MORELIA,MICHOACAN,1
atanasio girardot,https://www.misprofesores.com/escuelas/atanasio-girardot_8404,Colombia ,medellin,1
Ateneo,https://www.misprofesores.com/escuelas/Ateneo_1748,Victoria,Tamaulipas,2
ateneo de las mil cagadas,https://www.misprofesores.com/escuelas/ateneo-de-las-mil-cagadas_5860,Ciudad de México,Distrito Federal,1
Ateneo Fuente,https://www.misprofesores.com/escuelas/Ateneo-Fuente_6724,Saltillo,Coahuila,3
Ateneo Universitario,https://www.misprofesores.com/escuelas/Ateneo-Universitario_5569,Tijuana,Baja California,1
"ATRACANDO LLEGÓ A ""ESIQIE-1PN"" LA SRA.$1LVA 0L1VER 6PE-",https://www.misprofesores.com/escuelas/ATRACANDO-LLEGO-A-ESIQIE1PN-LA-SRA1LVA-0L1VER-6PE_12176,    cd de mexico.,CD DE MEXICO,1
Atrack ando la E51Q1E-1PN está  6PE 51LV4 0L1VER la rata,https://www.misprofesores.com/escuelas/Atrack-ando-la-E51Q1E1PN-esta-6PE-51LV4-0L1VER-la-rata_12169, cd de mexico.,CD DE MEXICO,1
ATRACKA D0RA- 6PE 51LVA 0L1V3R-ES UNA DESV1A D0RA,https://www.misprofesores.com/escuelas/ATRACKA-D0RA-6PE-51LVA-0L1V3RES-UNA-DESV1A-D0RA_12163, cd de mexico.,ES1Q1E-1PN,1
"AUN EN E51Q1E- 1PN,  ESTA  51LVA OL1VER 6PE DESVIANDO RECURS",https://www.misprofesores.com/escuelas/AUN-EN-E51Q1E-1PN-ESTA-51LVA-OL1VER-6PE-DESVIANDO-RECURS_12186, cd de mexico.,CD DE MEXICO,1
